reporting_jurisdiction,partner_jurisdiction,year,admin_support,dormant,regulated_finance,holding_equity,internal_group_finance,insurance,ip_management,manufacturing,other_activity,purchasing,research_development,sales_marketing,services_unrelated,tangible_assets,num_mne_groups,accumulated_earnings,num_employees,num_entities,profit_before_tax,adjusted_profit_before_tax,related_party_revenues,stated_capital,num_subgroups,income_tax_accrued,income_tax_paid,total_revenues,unrelated_party_revenues,profit_positive_panel,profit_negative_panel
DEU,LUX,2021,55.0,15.0,83.0,155.0,40.0,22.0,6.0,19.0,186.0,24.0,5.0,59.0,57.0,11395056000.0,130.0,48520309000.0,14506.0,599.0,3849416000.0,,1783239000.0,217000000000.0,130.0,485536000.0,274106000.0,17317791000.0,15534552000.0,4114920000.0,-265504000.0
DEU,LVA,2017,10.0,2.0,2.0,1.0,1.0,2.0,3.0,12.0,9.0,6.0,3.0,53.0,14.0,251682836.6,57.0,153387079.3,3731.0,81.0,37998565.25,,170144883.1,270215778.9,57.0,8339993.175,6291929.942,1003010773.0,832865890.4,43416459.4,-5417894.146
DEU,LVA,2018,11.0,1.0,2.0,1.0,1.0,2.0,2.0,10.0,10.0,4.0,2.0,53.0,11.0,273994000.0,59.0,170999000.0,3768.0,85.0,48306000.0,,183908000.0,266052000.0,59.0,1809000.0,13396000.0,1089087000.0,905121000.0,54818000.0,-6512000.0
DEU,LVA,2019,11.0,2.0,2.0,1.0,0.0,2.0,1.0,7.0,8.0,7.0,2.0,56.0,12.0,562285000.0,63.0,88347000.0,3586.0,85.0,59054000.0,,195627000.0,395710000.0,63.0,2913000.0,2550000.0,1104427000.0,909595000.0,70047000.0,-10993000.0
DEU,LVA,2020,12.0,1.0,1.0,1.0,0.0,2.0,1.0,10.0,8.0,7.0,1.0,66.0,12.0,688538000.0,66.0,90089000.0,3877.0,94.0,92048000.0,,263749000.0,503737000.0,66.0,6723000.0,924000.0,1422551000.0,1158801000.0,106015000.0,-13967000.0
DEU,LVA,2021,15.0,4.0,1.0,1.0,1.0,2.0,1.0,16.0,7.0,8.0,2.0,63.0,14.0,810428000.0,72.0,103752000.0,4800.0,104.0,28467000.0,,258893000.0,646983000.0,72.0,7442000.0,7526000.0,1372015000.0,1113122000.0,91956000.0,-63489000.0
DEU,MAC,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,6225390.443,6.0,15867978.9,123.0,6.0,-966514.422,,1458230.044,313525.098,6.0,227813.201,161273.702,36897844.04,35439614.0,2110091.579,-3076606.001
DEU,MAC,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,3.0,7351000.0,7.0,13656000.0,127.0,9.0,10880000.0,,1461000.0,328000.0,7.0,489000.0,848000.0,77966000.0,76505000.0,,
DEU,MAC,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,7518000.0,7.0,16273000.0,127.0,10.0,10173000.0,,1684000.0,442000.0,7.0,1397000.0,1045000.0,71798000.0,70114000.0,12114000.0,-1942000.0
DEU,MAC,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,3.0,5626000.0,6.0,16105000.0,85.0,10.0,1077000.0,,34000.0,239000.0,6.0,438000.0,982000.0,27407000.0,27373000.0,,
DEU,MAC,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,3.0,8276000.0,7.0,13547000.0,105.0,11.0,4301000.0,,702000.0,-497000.0,7.0,493000.0,603000.0,31227000.0,30525000.0,5046000.0,-745000.0
DEU,MAR,2017,8.0,8.0,0.0,5.0,0.0,2.0,2.0,16.0,7.0,11.0,1.0,36.0,30.0,711042217.3,44.0,1147445471.0,21344.0,83.0,215445876.4,,536213630.1,301674300.8,44.0,51806075.25,28810475.41,1603565844.0,1067351086.0,240905693.3,-25460944.68
DEU,MAR,2018,15.0,18.0,0.0,5.0,0.0,3.0,2.0,20.0,26.0,13.0,3.0,45.0,34.0,897781000.0,49.0,1001186000.0,24633.0,106.0,304743000.0,,707500000.0,434936000.0,49.0,54059000.0,40680000.0,2169977000.0,1462477000.0,333345000.0,-28602000.0
DEU,MAR,2019,15.0,18.0,0.0,3.0,0.0,3.0,2.0,19.0,25.0,14.0,3.0,48.0,32.0,519048000.0,50.0,278991000.0,31828.0,106.0,28836000.0,,809975000.0,228417000.0,50.0,33998000.0,35011000.0,1894446000.0,1096974000.0,75302000.0,-46465000.0
DEU,MAR,2020,19.0,21.0,0.0,4.0,0.0,3.0,3.0,22.0,26.0,17.0,3.0,57.0,33.0,484072000.0,58.0,292579000.0,32052.0,123.0,-13319000.0,,837897000.0,191685000.0,58.0,26403000.0,30373000.0,2220148000.0,1382251000.0,76763000.0,-90082000.0
DEU,MAR,2021,17.0,15.0,0.0,6.0,0.0,3.0,2.0,28.0,19.0,20.0,4.0,56.0,35.0,897813000.0,59.0,907956000.0,34227.0,127.0,277289000.0,,820886000.0,402201000.0,59.0,92369000.0,61963000.0,2311559000.0,1490673000.0,306846000.0,-29557000.0
DEU,MCO,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,5062640.887,5.0,9948219.039,206.0,6.0,5038957.337,,8627579.146,7509941.116,5.0,0.0,456754.19,101615965.5,92987258.59,,
DEU,MCO,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,6907000.0,7.0,10329000.0,225.0,9.0,5879000.0,,21788000.0,12497000.0,7.0,41000.0,139000.0,107405000.0,85618000.0,,
DEU,MCO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3002000.0,5.0,979000.0,27.0,6.0,2119000.0,,968000.0,1548000.0,5.0,36000.0,-92000.0,15391000.0,14423000.0,,
DEU,MCO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,4176000.0,5.0,898000.0,24.0,6.0,1067000.0,,971000.0,513000.0,5.0,-14000.0,-90000.0,12333000.0,11361000.0,,
DEU,MCO,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5342000.0,3.0,-2016000.0,21.0,4.0,395000.0,,505000.0,78000.0,3.0,0.0,0.0,5283000.0,4778000.0,,
DEU,MDA,2017,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,6.0,2.0,201932719.1,9.0,47510330.29,6922.0,15.0,9656121.915,,65978988.6,87845672.53,9.0,1667998.635,2698796.98,302180677.7,236201689.1,,
DEU,MDA,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,6.0,2.0,107293000.0,9.0,51082000.0,2071.0,12.0,8525000.0,,21483000.0,87320000.0,9.0,1854000.0,3144000.0,273971000.0,252488000.0,11507000.0,-2982000.0
DEU,MDA,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,5.0,2.0,222171000.0,8.0,52562000.0,7149.0,15.0,18347000.0,,108067000.0,134055000.0,8.0,1023000.0,337000.0,281673000.0,173606000.0,,
DEU,MDA,2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,6.0,2.0,250198000.0,10.0,14521000.0,6584.0,18.0,21150000.0,,92716000.0,143276000.0,10.0,874000.0,719000.0,183629000.0,90913000.0,,
DEU,MDA,2021,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,6.0,2.0,263709000.0,11.0,-15151000.0,7612.0,17.0,-15765000.0,,103744000.0,114825000.0,11.0,1954000.0,1319000.0,238575000.0,134831000.0,,
DEU,MDG,2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,6846801.699,5.0,5015273.786,268.0,6.0,6647183.201,,94286470.51,30532607.87,5.0,572916.367,3058561.391,112611899.7,18325429.22,,
DEU,MDG,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,6541000.0,5.0,7424000.0,267.0,6.0,9595000.0,,114916000.0,37660000.0,5.0,1393000.0,1380000.0,132733000.0,17817000.0,9883000.0,
DEU,MDG,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,8054000.0,5.0,33277000.0,335.0,6.0,7349000.0,,42340000.0,23772000.0,5.0,1158000.0,1455000.0,69073000.0,26733000.0,7349000.0,
DEU,MDG,2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,7054000.0,6.0,52377000.0,326.0,7.0,24841000.0,,68668000.0,39454000.0,6.0,4553000.0,906000.0,92326000.0,23658000.0,25100000.0,-259000.0
DEU,MDG,2021,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,7582000.0,7.0,69599000.0,362.0,9.0,25499000.0,,62276000.0,61119000.0,7.0,6427000.0,7900000.0,90168000.0,27891000.0,,
DEU,MEX,2017,118.0,24.0,12.0,21.0,8.0,6.0,12.0,180.0,41.0,73.0,16.0,237.0,88.0,15635374856.0,155.0,5082273423.0,226126.0,501.0,2188172862.0,,23627568323.0,9851148060.0,155.0,1186430851.0,1306779377.0,53808468703.0,30180901508.0,2475970858.0,-287797995.7
DEU,MEX,2018,148.0,25.0,9.0,23.0,12.0,7.0,13.0,196.0,46.0,81.0,27.0,262.0,90.0,20394694000.0,166.0,6812033000.0,243521.0,563.0,2373214000.0,,26359248000.0,10984238000.0,166.0,956349000.0,1175053000.0,60840930000.0,34481682000.0,2804168000.0,-430955000.0
DEU,MEX,2019,137.0,23.0,10.0,28.0,12.0,7.0,14.0,197.0,41.0,82.0,31.0,249.0,90.0,20756224000.0,168.0,7402893000.0,273392.0,555.0,374878000.0,,28725065000.0,12393488000.0,168.0,628793000.0,656906000.0,62466902000.0,34104920000.0,1557941000.0,-1183063000.0
DEU,MEX,2020,166.0,29.0,11.0,24.0,11.0,7.0,14.0,191.0,44.0,90.0,32.0,267.0,110.0,18386392000.0,185.0,7378784000.0,282734.0,607.0,1375144000.0,,25641390000.0,11494551000.0,185.0,947538000.0,1002342000.0,55881699000.0,30233062000.0,1847536000.0,-472392000.0
DEU,MEX,2021,153.0,27.0,12.0,37.0,13.0,8.0,17.0,204.0,45.0,101.0,32.0,291.0,109.0,23237308000.0,192.0,9015877000.0,304534.0,639.0,3019210000.0,,28443641000.0,17543938000.0,192.0,1111719000.0,1314934000.0,64369800000.0,35926160000.0,3175324000.0,-156114000.0
DEU,MHL,2017,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,318240380.5,4.0,-37350087.08,0.0,52.0,90002003.42,,28194.703,121196622.9,4.0,0.0,0.0,94560523.02,94533456.11,,
DEU,MHL,2018,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,278620000.0,3.0,-87237000.0,35.0,57.0,29236000.0,,15015000.0,104261000.0,3.0,1261000.0,0.0,135772000.0,120757000.0,,
DEU,MHL,2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4333000.0,3.0,-39315000.0,0.0,27.0,-83173000.0,,0.0,89921000.0,3.0,0.0,0.0,136076000.0,136076000.0,,-83173000.0
DEU,MHL,2020,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4511000.0,3.0,20045000.0,0.0,43.0,-12813000.0,,377000.0,95042000.0,3.0,0.0,0.0,3563000.0,3187000.0,,
DEU,MHL,2021,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,-2275000.0,0.0,20.0,17155000.0,,299000.0,62131000.0,3.0,0.0,0.0,22518000.0,22220000.0,,
DEU,MKD,2017,4.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,3.0,7.0,1.0,21.0,8.0,357840404.9,19.0,141819356.6,8600.0,26.0,41162010.94,,196065965.3,403017341.6,19.0,6297568.883,6334785.891,539119940.1,343053974.8,47428001.75,-6265990.815
DEU,MKD,2018,4.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,5.0,7.0,0.0,18.0,5.0,309157000.0,19.0,145213000.0,2782.0,28.0,38601000.0,,109435000.0,399375000.0,19.0,6220000.0,6709000.0,487813000.0,378378000.0,46359000.0,-7757000.0
DEU,MKD,2019,4.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,5.0,8.0,0.0,13.0,7.0,458122000.0,21.0,158040000.0,15082.0,30.0,48654000.0,,524999000.0,429751000.0,21.0,32162000.0,42689000.0,903568000.0,378569000.0,58193000.0,-9539000.0
DEU,MKD,2020,3.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,5.0,10.0,1.0,16.0,7.0,469498000.0,23.0,139583000.0,14369.0,32.0,31976000.0,,466730000.0,435507000.0,23.0,6592000.0,6423000.0,892599000.0,425869000.0,52369000.0,-20393000.0
DEU,MKD,2021,2.0,0.0,1.0,2.0,0.0,0.0,0.0,13.0,4.0,10.0,1.0,18.0,9.0,522923000.0,27.0,144855000.0,14645.0,36.0,57998000.0,,554168000.0,452968000.0,27.0,7507000.0,5824000.0,995181000.0,441014000.0,64785000.0,-6787000.0
DEU,MLT,2017,23.0,4.0,3.0,32.0,13.0,7.0,0.0,0.0,25.0,5.0,0.0,14.0,10.0,2639744866.0,27.0,2044687763.0,1821.0,113.0,5570638386.0,,3932675005.0,42887622630.0,27.0,688426682.0,127822378.2,8517651382.0,4584976378.0,5665980467.0,-95343207.98
DEU,MLT,2018,23.0,7.0,1.0,31.0,10.0,7.0,0.0,0.0,30.0,5.0,0.0,16.0,8.0,6033832000.0,28.0,496431000.0,1863.0,118.0,104855000.0,,3181007000.0,29244278000.0,28.0,215825000.0,267582000.0,6135284000.0,2954278000.0,969546000.0,-864691000.0
DEU,MLT,2019,7.0,6.0,1.0,32.0,11.0,9.0,3.0,0.0,30.0,3.0,1.0,14.0,12.0,5390453000.0,30.0,2937951000.0,1990.0,108.0,3082302000.0,,1977584000.0,22113222000.0,30.0,831121000.0,427434000.0,5821338000.0,3843754000.0,3116585000.0,-34282000.0
DEU,MLT,2020,21.0,6.0,1.0,34.0,11.0,7.0,2.0,0.0,27.0,3.0,1.0,13.0,15.0,4782070000.0,28.0,3236251000.0,1876.0,123.0,545955000.0,,2033504000.0,19365393000.0,28.0,205463000.0,78493000.0,4579831000.0,2546327000.0,780468000.0,-234513000.0
DEU,MLT,2021,21.0,5.0,1.0,34.0,8.0,7.0,2.0,0.0,18.0,2.0,2.0,7.0,12.0,4224710000.0,26.0,4423339000.0,1205.0,112.0,1450796000.0,,3871433000.0,18434942000.0,26.0,368262000.0,262520000.0,7469763000.0,3598331000.0,1472730000.0,-21934000.0
DEU,MMR,2017,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,6.0,13777059.72,11.0,1369134.782,393.0,12.0,-487204.469,,3570577.2,11048940.25,11.0,975536.727,1004859.218,15157472.38,11586895.18,3934852.764,-4422057.233
DEU,MMR,2018,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,5.0,14434000.0,12.0,2062000.0,405.0,13.0,-1052000.0,,3383000.0,13991000.0,12.0,1014000.0,972000.0,18758000.0,15374000.0,3928000.0,-4980000.0
DEU,MMR,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,11.0,7.0,19348000.0,16.0,-11866000.0,636.0,19.0,15797000.0,,4092000.0,21704000.0,16.0,1165000.0,1146000.0,24298000.0,20206000.0,18031000.0,-2235000.0
DEU,MMR,2020,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,10.0,8.0,8494000.0,18.0,-3065000.0,647.0,22.0,-6955000.0,,16844000.0,13802000.0,18.0,228000.0,658000.0,60457000.0,43613000.0,4290000.0,-11245000.0
DEU,MMR,2021,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,13.0,8.0,7484000.0,20.0,-10659000.0,653.0,23.0,-7486000.0,,30251000.0,15339000.0,20.0,722000.0,530000.0,73000000.0,42749000.0,4928000.0,-12414000.0
DEU,MNE,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,12.0,9.0,111725458.3,10.0,28313120.85,1751.0,14.0,7855044.282,,25339143.56,197644868.7,10.0,1132299.276,1815738.879,182154698.8,156815555.2,8965915.583,-1110871.302
DEU,MNE,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,8.0,7.0,103687000.0,10.0,31861000.0,1703.0,14.0,19056000.0,,10982000.0,192309000.0,10.0,1343000.0,1200000.0,204410000.0,193428000.0,,
DEU,MNE,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,9.0,8.0,97363000.0,11.0,31310000.0,1953.0,15.0,7567000.0,,11068000.0,184592000.0,11.0,959000.0,1425000.0,159098000.0,148030000.0,,
DEU,MNE,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,11.0,8.0,96226000.0,12.0,35685000.0,1979.0,18.0,-16592000.0,,11346000.0,169062000.0,12.0,825000.0,978000.0,176127000.0,164781000.0,4216000.0,-20809000.0
DEU,MNE,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,10.0,8.0,91889000.0,13.0,13862000.0,1680.0,18.0,7807000.0,,12239000.0,167238000.0,13.0,1283000.0,635000.0,169476000.0,157238000.0,8201000.0,-394000.0
DEU,MNG,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,740956.797,3.0,-359764.411,25.0,3.0,-662011.629,,0.0,230068.777,3.0,18044.61,1127.788,4559647.384,4559647.384,,
DEU,MNG,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,996000.0,4.0,-595000.0,30.0,4.0,271000.0,,0.0,832000.0,4.0,252000.0,6000.0,19219000.0,19219000.0,,
DEU,MNG,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1273000.0,4.0,9162000.0,1178.0,4.0,10176000.0,,0.0,8426000.0,4.0,3008000.0,2798000.0,101722000.0,101722000.0,,
DEU,MNG,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1575000.0,6.0,7784000.0,1026.0,6.0,4850000.0,,0.0,1594000.0,6.0,1321000.0,1611000.0,77879000.0,77879000.0,,
DEU,MNG,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1236000.0,6.0,7455000.0,1018.0,6.0,6090000.0,,0.0,2642000.0,6.0,1049000.0,1092000.0,61861000.0,61861000.0,,
DEU,MOZ,2017,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,7.0,66541754.88,11.0,-3623583.241,294.0,15.0,1022903.828,,3046155.722,3952897.374,11.0,535699.359,992453.549,39338377.54,36292221.82,3602155.267,-2579251.439
DEU,MOZ,2018,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,10.0,9.0,32749000.0,12.0,11352000.0,375.0,20.0,-33589000.0,,3804000.0,9966000.0,12.0,889000.0,2762000.0,71927000.0,68123000.0,7627000.0,-41217000.0
DEU,MOZ,2019,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,8.0,5.0,6042000.0,12.0,4808000.0,364.0,17.0,-30042000.0,,2436000.0,1046000.0,12.0,1102000.0,1103000.0,45585000.0,43149000.0,2349000.0,-32390000.0
DEU,MOZ,2020,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,6.0,2483000.0,14.0,26000.0,300.0,20.0,-4732000.0,,1865000.0,501000.0,14.0,1092000.0,-170000.0,34348000.0,32483000.0,369000.0,-5102000.0
DEU,MOZ,2021,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,7.0,8.0,7270000.0,15.0,4361000.0,298.0,20.0,7212000.0,,3493000.0,12144000.0,15.0,2776000.0,4108000.0,59709000.0,56216000.0,8178000.0,-965000.0
DEU,MRT,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3305000.0,3.0,7160000.0,95.0,4.0,372000.0,,1000.0,3210000.0,3.0,512000.0,509000.0,22913000.0,22912000.0,,
DEU,MUS,2017,4.0,5.0,4.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,6964091.664,19.0,647376322.1,1203.0,31.0,181454342.4,,-39384616.86,335908309.3,19.0,6696805.879,4577691.994,298010117.2,337394734.0,182999412.1,-1543941.941
DEU,MUS,2018,3.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,5.0,65993000.0,17.0,649084000.0,1853.0,33.0,31554000.0,,229967000.0,409846000.0,17.0,6972000.0,3604000.0,212676000.0,-17291000.0,34237000.0,-2682000.0
DEU,MUS,2019,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,5.0,79439000.0,19.0,1138859000.0,1867.0,37.0,20278000.0,,11578000.0,870632000.0,19.0,28114000.0,2708000.0,177269000.0,135797000.0,32656000.0,-12378000.0
DEU,MUS,2020,6.0,3.0,3.0,10.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,5.0,68678000.0,21.0,515239000.0,1914.0,40.0,13481000.0,,44606000.0,246632000.0,21.0,11040000.0,594000.0,154332000.0,109173000.0,88802000.0,-75321000.0
DEU,MUS,2021,4.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,6.0,71548000.0,21.0,36119000.0,2001.0,39.0,-191481000.0,,48330000.0,175037000.0,21.0,1546000.0,703000.0,-71492000.0,-119822000.0,8933000.0,-200415000.0
DEU,MWI,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2094302.546,3.0,6812968.055,90.0,4.0,1487552.535,,31578.067,2939015.85,3.0,401492.572,417281.606,7742265.469,7710687.402,,
DEU,MWI,2018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,9848000.0,5.0,9017000.0,126.0,6.0,-3592000.0,,64000.0,527000.0,5.0,-110000.0,726000.0,12615000.0,12551000.0,,
DEU,MWI,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,4391000.0,4.0,-36000.0,60.0,6.0,-1969000.0,,10000.0,204000.0,4.0,-12000.0,659000.0,9932000.0,9922000.0,,
DEU,MWI,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3460000.0,4.0,-2454000.0,56.0,6.0,-1746000.0,,8000.0,179000.0,4.0,0.0,149000.0,9486000.0,9477000.0,,
DEU,MWI,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,6759000.0,4.0,-2935000.0,52.0,6.0,2093000.0,,863000.0,177000.0,4.0,1446000.0,807000.0,13024000.0,12161000.0,,
DEU,MYS,2017,50.0,36.0,7.0,14.0,1.0,11.0,6.0,72.0,12.0,27.0,9.0,131.0,64.0,3544366276.0,113.0,3395921164.0,38935.0,296.0,738259128.1,,3273176088.0,3017699372.0,113.0,189601483.8,188118442.4,10528991578.0,7255816618.0,769608254.6,-31349126.48
DEU,MYS,2018,54.0,42.0,5.0,13.0,1.0,12.0,6.0,71.0,15.0,32.0,12.0,144.0,71.0,4978272000.0,119.0,4280437000.0,48779.0,318.0,929075000.0,,4616867000.0,3030303000.0,119.0,236311000.0,217882000.0,13195665000.0,8590300000.0,990639000.0,-61564000.0
DEU,MYS,2019,42.0,28.0,5.0,7.0,1.0,12.0,5.0,59.0,16.0,32.0,11.0,142.0,78.0,5817287000.0,126.0,1662681000.0,60867.0,282.0,695147000.0,,6484569000.0,3006243000.0,126.0,168580000.0,201708000.0,14106359000.0,7652337000.0,885044000.0,-189898000.0
DEU,MYS,2020,59.0,35.0,5.0,13.0,3.0,12.0,5.0,74.0,16.0,39.0,13.0,156.0,91.0,5047755000.0,139.0,3247049000.0,55380.0,328.0,427255000.0,,4982160000.0,3377150000.0,139.0,161831000.0,166808000.0,12189905000.0,7209439000.0,780574000.0,-353319000.0
DEU,MYS,2021,78.0,54.0,5.0,20.0,3.0,12.0,6.0,87.0,15.0,44.0,17.0,168.0,88.0,5050077000.0,143.0,3812906000.0,64134.0,386.0,1025621000.0,,6397678000.0,4011712000.0,143.0,223973000.0,245659000.0,14963863000.0,8566185000.0,1133411000.0,-107790000.0
DEU,NAM,2017,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,11.0,5.0,22994472.05,11.0,26010177.5,517.0,21.0,9717022.474,,1003731.43,8377210.183,11.0,3153295.594,3725084.173,88740008.51,87736277.08,,
DEU,NAM,2018,4.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,15.0,4.0,168121000.0,15.0,10871000.0,725.0,28.0,16542000.0,,7435000.0,208909000.0,15.0,2527000.0,3671000.0,172806000.0,165371000.0,17246000.0,-704000.0
DEU,NAM,2019,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,13.0,5.0,155019000.0,14.0,1936000.0,566.0,23.0,4986000.0,,12206000.0,194621000.0,14.0,1296000.0,3237000.0,124514000.0,112308000.0,6041000.0,-1055000.0
DEU,NAM,2020,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,16.0,5.0,128230000.0,18.0,-13328000.0,523.0,26.0,-10202000.0,,3295000.0,131321000.0,18.0,560000.0,550000.0,94651000.0,91357000.0,2820000.0,-13023000.0
DEU,NAM,2021,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,15.0,5.0,127922000.0,19.0,-16634000.0,532.0,27.0,3066000.0,,4010000.0,174973000.0,19.0,1180000.0,995000.0,104389000.0,100379000.0,4256000.0,-1190000.0
DEU,NCL,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,748851.314,4.0,3502909.912,51.0,4.0,473671.012,,726295.552,246985.599,4.0,342847.59,313525.098,21038887.45,20313719.68,,
DEU,NCL,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,995000.0,4.0,3917000.0,49.0,5.0,235000.0,,106000.0,248000.0,4.0,330000.0,324000.0,23180000.0,23074000.0,,
DEU,NGA,2017,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,16.0,17.0,85832570.73,19.0,-64351590.34,1531.0,34.0,-6443053.551,,19886287.99,63436954.17,19.0,5579167.848,5503606.044,272933748.2,253047460.3,13043997.44,-19487050.99
